Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],VM
1372646305,4,10399.99722,119.86663885,1.1333333333,16777216.0,100663.2,0.0,10.8,5.2,0.2,163
1372636403,1,2925.99945,15.6053304,0.5333333333,133212.0,66177.3333333333,0.0,1.1333333333,0.0,0.0,450
1372631604,2,5199.997996,0.0,0.0,8218624.0,16776.8,0.0,0.0,0.0,0.0,386
1372639404,1,2925.999538,19.5066635867,0.6666666667,123948.0,43126.6666666667,0.0,0.2,0.2666666667,0.2666666667,480
1372645705,8,20799.995016,72.799985444,0.35,4152672.0,0.0,0.0,0.7333333333,0.0,1.0,80
1372634903,1,2925.999494,11.703997976,0.4,177156.0,79272.5333333333,0.0,1.1333333333,0.0,0.0,426
1372640604,8,20799.995016,101.466640346,0.4833333333,32604944.0,134217.6,0.0,0.9333333333,0.0,1.0,70
1372644805,2,5199.998598,127.9999682667,2.5333333333,8388608.0,577756.8,21.1333333333,1337.8,2.3333333333,4.5333333333,95
1372630704,1,2599.999299,3.466665352,0.1333333333,2088240.0,169645.8666666667,0.0,11.8,0.0,0.1333333333,108
1372639704,2,4799.999458,122.7999807393,2.5333333333,8388608.0,704442.4,0.0,64.2,16.5333333333,6.2,416
1372630704,1,2925.999538,0.0,0.0,104528.0,1439.3333333333,0.0,0.0,0.0,0.0,427
1372640904,8,20799.995016,103.99997696,0.5,32605400.0,0.0,0.0,0.8666666667,0.0,1.0,76
1372642704,2,5199.999262,101.3333153413,1.9666666667,8388608.0,598012.0,2.2,5.4666666667,9.2666666667,29.5333333333,26
1372634604,4,10399.997232,181.99995016,1.75,16703488.0,223696.0,0.0,12.2,4.5333333333,0.0666666667,119
1372644805,4,10399.997184,330.133254688,3.1333333333,16703488.0,391464.0,0.0,89.0,27.1333333333,0.4,120
1372631604,32,86399.952352,3776.997978308,4.4128333333,10483712.0,0.0,0.0,9.8666666667,4.2666666667,0.0666666667,25
1372636103,1,2925.999538,5.851999076,0.2,722016.0,27961.3333333333,0.0,0.2666666667,1.6,1.5333333333,215
1372640004,1,2925.999494,39.0133265467,1.4666666667,4194304.0,257244.8,0.0,3.2666666667,0.4666666667,0.3333333333,251
1372644805,1,2925.999538,0.0,0.0,2095104.0,129344.5333333333,0.0,0.1333333333,0.0,0.0,180
1372638804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
1372645405,8,20799.991984,97.066635254,0.4666666667,32606300.0,0.0,0.0,0.6666666667,0.0,1.0,68
1372633704,4,9599.998716,2132.7997171507,22.9833333333,3500032.0,109050.4,0.0,326.3333333333,31.2,30.8,428
1372629804,4,9599.998916,208.799975848,2.25,3115008.0,453305.6,0.0,19.0,13.6666666667,6.4666666667,397
1372639704,1,2925.999242,0.0,0.0,417792.0,33551.4666666667,0.0,0.0,0.2666666667,0.0,356
1372636403,1,2925.99956,29.2599956,1.0,1048576.0,104855.2,0.0,1.2,0.0,0.0,332
1372634004,4,11703.997448,146.2999681,1.25,5427200.0,134217.6,0.0,9.8666666667,4.2,0.0,23
1372646605,2,5851.998856,0.0,0.0,4177920.0,0.0,0.0,0.0,0.0,0.0,342
1372645105,8,20799.994472,77.99997927,0.375,40748176.0,335542.4,0.0,0.9333333333,0.0,1.0,56
1372638504,4,11703.996968,29.2599934,0.25,16377856.0,134217.6,0.0,4.2,0.3333333333,1.0666666667,293
1372645105,1,2925.999538,0.0,0.0,1046528.0,20691.7333333333,0.0,0.1333333333,0.0,0.0,382
1372643305,1,2599.9993,31.1999916,1.2,152672.0,63122.4,0.0,0.2666666667,0.0,0.0,459
1372636103,1,2925.999516,29.25999516,1.0,1048576.0,160370.6666666667,4.2666666667,20.0666666667,5.2666666667,5.8666666667,330
1372634903,1,2925.999516,54.618658892,1.8666666667,454660.0,20131.2,0.0,0.0,467.4,462.4666666667,361
1372644805,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
1372634903,1,2599.999296,25.99999296,1.0,8177664.0,430676.0,0.0,4.6666666667,0.0,0.1333333333,248
1372634604,1,2925.999384,0.0,0.0,2097152.0,49711.4666666667,0.0,0.2,0.0,0.0,329
1372642404,1,2599.999691,10.399998368,0.4,995008.0,297991.2,0.0,0.1333333333,0.0,0.0,84
1372640904,8,20799.994472,83.1999750873,0.4,32605556.0,0.0,0.0,0.9333333333,0.0,1.0,70
1372644205,2,5199.998554,118.5332925593,2.2333333333,8388608.0,262832.0,2.1333333333,16.6666666667,1.1333333333,0.1333333333,237
1372640004,1,2925.999428,0.0,0.0,282624.0,10724.0,0.0,0.0,0.0,0.0,365
1372630104,2,5199.998602,86.6666433667,1.6666666667,8357888.0,286210.1333333333,2.2,9.0,4.3333333333,0.0,98
1372641804,4,10399.997984,188.933282536,1.8166666667,16703488.0,167772.0,0.0,11.9333333333,4.4,0.0,115
1372645405,4,11703.996968,122.891968184,1.05,16703488.0,156587.2,0.0,9.6666666667,4.2,0.0,110
1372630704,2,5199.998626,77.99997837,1.5,8359936.0,167771.2,0.0,9.6666666667,4.3333333333,0.0,200
1372631904,2,5851.998636,29.25999271,0.5,8218624.0,109050.4,0.0,1.6666666667,0.0,0.0,486
1372634304,1,2925.999516,0.0,0.0,1035264.0,105263.4666666667,0.0,0.6,0.0,0.0,223
1372645105,1,2925.999538,0.0,0.0,2097152.0,29357.6,0.0,0.2,0.0,0.0,312
1372643605,1,2599.99936,10.39999722,0.4,1589248.0,454660.0,0.0,1.1333333333,0.0,0.0,189
1372630704,2,4799.999458,101.99998958,2.0,16777216.0,75495.2,0.0,1.7333333333,0.0666666667,0.0,414
1372637004,1,2599.999691,0.0,0.0,262144.0,29252.8,0.0,1.2,0.0,0.0,369
1372646905,4,10399.998764,103.99998764,0.1,10203504.0,234880.8,0.0,3.0666666667,2.0,4.7333333333,260
1372636703,4,10640.109312,293.53827944,2.7333333333,16754688.0,164944.0,0.0,42.0,8.6,0.4,377
1372638204,1,2925.99956,0.0,0.0,2097152.0,104856.0,0.0,3.0,0.0,0.0666666667,5
1372631904,1,2699.999644,26.99999644,1.0,4194304.0,106254.4,0.0,4.2,0.0,0.0,242
1372640304,1,2399.999643,132.599981552,5.4,4194304.0,316591.7333333334,0.0,2.6666666667,0.8,0.4,419
1372644805,1,2925.999406,1.950666224,0.0666666667,132148.0,48455.2,0.0,1.1333333333,1.8666666667,1.8666666667,433
1372645105,1,2925.999494,0.0,0.0,282624.0,9841.6,0.0,0.0,0.0,0.0,365
1372635803,1,2925.99956,11.70399824,0.4,121956.0,34562.4,0.0,1.1333333333,2.2,2.2,483
1372635803,1,2599.999616,0.0,0.0,3128828.0,62007.4666666667,0.0,1.2666666667,0.0,0.0,86
1372646305,1,2925.999516,0.0,0.0,522240.0,22602.6666666667,0.0,0.0,0.0,0.0,364
1372638204,2,5851.998636,417.0251798027,7.3333333333,8355412.0,251656.8,0.0,410.0666666667,240.9333333333,12.2,231
1372635203,2,5851.999032,70.223988368,1.2,16766976.0,0.0,0.0,0.0,0.0,0.0,155
1372637004,2,5199.999202,47.3333274833,0.9333333333,8267776.0,150992.8,0.0,1.3333333333,6.7333333333,5.3333333333,490
1372635203,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256
1372642404,2,5851.997968,29.25999186,0.5,8388608.0,1509948.2666666668,7.0,27.2,0.0,0.0,274
1372634004,2,5851.999076,0.0,0.0,4194304.0,233636.8,0.0,1.6666666667,0.0,0.0,326
1372640904,8,20799.995016,393.867916336,1.8416666667,6555648.0,430726.4,0.0,33.2,4.4,7.0666666667,29
1372643605,4,10399.997208,208.799946184,2.0166666667,16703488.0,89478.4,0.0,13.4666666667,4.3333333333,0.0,120
1372646305,4,11703.99736,184.1906218667,1.5666666667,16703488.0,100663.2,0.0,12.1333333333,4.4666666667,0.0,105
1372632504,4,10399.998464,10819.465025392,103.5833333333,16343040.0,579134.4,0.0,0.8,0.0,0.4666666667,197
1372635503,2,5851.998944,0.0,0.0,8388608.0,243268.8,0.0666666667,2.1333333333,0.0,0.0,32
1372641804,1,2599.999398,25.99999398,1.0,702948.0,95069.6,0.0,6.7333333333,1.0,1.6,4
1372646005,1,2925.99923,21.4573279933,0.7333333333,1964032.0,99179.2,0.0,7.8666666667,0.0666666667,0.0666666667,217
1372631904,4,10399.99722,103.9999722,1.0,16703488.0,212511.2,0.0,3.0666666667,2.0,4.3333333333,126
1372646905,4,10399.9972,103.999972,1.0,16777216.0,234880.8,0.0,3.7333333333,2.2,4.6,260
1372643004,8,21599.993984,130.399959228,0.6,33554432.0,22369.6,0.0,2.2,0.0,1.0,266
1372636403,2,5199.999262,77.99998884,1.5,2813952.0,540671.4666666667,0.0,11.7333333333,0.0,0.0,242
1372638204,4,11703.996968,486.2278660587,4.05,16777216.0,1040386.6666666667,0.2666666667,7.4666666667,12.1333333333,41.0,26
1372641804,4,11703.998672,172.587981544,1.5,12529664.0,234879.2,0.0,11.6666666667,4.4666666667,0.0,91
1372637904,1,2925.99923,11.70399692,0.4,154616.0,63202.4,0.0,0.0666666667,0.0,0.0,459
1372641504,1,2925.999494,29.25999494,1.0,4194304.0,212511.2,0.0,8.4,0.6,2.0,217
1372640904,8,20799.995544,61.866651554,0.2916666667,4149248.0,137012.5333333333,0.0,6.2666666667,0.0,0.0,495
1372630704,1,2599.998998,3.4666654593,0.1333333333,3314676.0,93980.2666666667,0.0,0.2,0.3333333333,0.1333333333,88
1372631004,1,2599.999006,0.0,0.0,1583104.0,33552.2666666667,0.0,0.0,0.0,0.0,209
1372631604,1,2925.999538,15.6053308693,0.5333333333,2082816.0,675786.1333333333,0.0,45.7333333333,0.0,0.0,218
1372638504,1,2599.999398,15.599996048,0.6,2932736.0,98433.6,0.0,43.4666666667,0.4,0.3333333333,87
1372644205,2,5851.998636,3295.3652584613,56.0,8353792.0,481355.2,0.0,44.9333333333,0.1333333333,0.0,306
1372646305,1,2599.999296,0.0,0.0,8177664.0,370096.8,0.0,0.3333333333,0.0,0.0,258
1372634304,4,10399.997228,204.5332806373,1.9666666667,16703488.0,1244029.6,0.0,13.2,4.4,0.0,114
1372640904,8,25999.99376,83.19997608,3.3,3139584.0,142605.0666666667,0.0,12.2666666667,92.4666666667,140.3333333333,53
1372642104,1,2599.999359,3.4666657653,0.1333333333,1964032.0,44738.4,0.0,0.0666666667,0.0,0.0,381
1372632204,2,5851.999076,143.33197792,2.3,8388608.0,433307.7333333333,0.0,16.7333333333,0.0,0.0,276
1372634004,4,11703.998152,179.4613039353,1.5333333333,16703488.0,89478.4,0.0,11.8,4.4666666667,0.0,108
1372634903,1,2925.99923,0.0,0.0,421892.0,16425.3333333333,0.0,0.0,0.5333333333,0.5333333333,356
1372637004,8,20799.996968,98.799985218,0.4777777778,32608256.0,67108.8,0.0,0.7333333333,0.0,1.0,54
1372635803,1,2925.999384,11.703997536,0.4,154616.0,63950.9333333333,0.0,1.1333333333,0.0,0.0,477
1372641804,1,2599.999359,10.399997592,0.4,99528.0,38413.0666666667,0.0,1.1333333333,0.0,0.0,477
1372642404,8,23407.996128,392.99792512,1.5,33509376.0,530676.0,0.0,13.0,4.4,0.0666666667,21
1372634903,1,2925.99956,0.0,0.0,2097152.0,35124.8,0.0,5.9333333333,0.0,0.0,5
1372645105,8,20799.996984,71.066656362,0.3416666667,32608240.0,33554.4,0.0,0.4,0.0,1.0,66
1372635203,1,2925.99956,58.5199912,2.0,2097152.0,220972.8,0.0,5.8,0.1333333333,0.0,5
1372644205,4,10399.997208,225.866605408,2.1333333333,16703488.0,642166.6666666666,0.0,11.1333333333,5.4666666667,0.2,127
1372641204,1,2599.999616,43.33332651,1.6666666667,2097152.0,117439.2,0.0,8.7333333333,1.8666666667,7.7333333333,13
1372642704,4,10399.998512,10734.3984047227,103.3,16345088.0,4686640.0,0.0,12.6,0.0,0.4,193
1372640904,8,23407.993664,257.2839296827,1.175,4296704.0,0.0,0.0,16.6666666667,4.4,0.0666666667,21
1372645705,1,2660.027136,26.60027136,1.0,1048412.0,50330.9333333333,0.0,7.2,0.0666666667,0.0,215
1372644505,4,10399.997576,159.466619808,1.5333333333,16703488.0,111848.0,0.0,12.2666666667,4.4,0.0666666667,119
1372636103,4,10640.109312,30.799314616,0.2833333333,538796.0,26991.2,0.0,6.9333333333,0.0666666667,0.6666666667,374
1372644805,4,10640.109312,4.395060368,0.0333333333,16777216.0,303713.6,0.0,1.1333333333,0.0,0.0,265
1372634004,1,2925.999538,0.0,0.0,260096.0,12232.8,0.0,0.0,24.8666666667,24.8666666667,350
1372645705,8,23407.996128,435.381293464,1.9833333333,4194304.0,1454037.6,0.0,36.5333333333,3.7333333333,4.2,281
1372644505,1,2925.999406,0.0,0.0,288996.0,18049.8666666667,0.0,0.0,0.0,0.0,366
1372645105,8,20799.9944,263.3332786667,1.2166666667,6555648.0,0.0,0.0,11.3333333333,4.5333333333,0.0666666667,29
1372631304,4,11703.997448,181.411957984,1.55,16703488.0,190141.6,0.0,12.7333333333,4.4,0.0,106
1372637904,8,20799.99452,67.5999808633,0.3583333333,40751104.0,0.0,0.0,0.8,0.0,1.0,80
1372641204,2,5851.999032,76.075986016,1.3,4177920.0,321467.2,43.9333333333,6.1333333333,0.0,0.0,299
1372645405,8,20799.994472,145.599961828,0.7,32606456.0,0.0,0.0,0.8,0.0,1.0,75
1372645405,8,19199.997144,952.7998752727,4.9166666667,3139584.0,170564.2666666667,0.0,568.6,366.8666666667,1.5333333333,408
1372633104,4,9599.998716,2274.399678416,24.1,3141632.0,1073740.0,0.0,382.6,33.4,31.0666666667,428
1372635503,4,11703.998152,1942.958402012,16.15,16777216.0,1299444.0,0.0,12.4,0.6,1.4666666667,272
1372636703,1,2925.999242,0.0,0.0,421892.0,7829.6,0.0,0.0,0.0,0.0,355
1372635803,1,2925.99923,21.4573272267,0.7333333333,156756.0,62912.0,0.0,1.3333333333,2.8666666667,2.8666666667,434
1372641804,8,20799.991984,97.0666292587,0.4833333333,32606300.0,0.0,0.0,0.6666666667,0.0,1.0,66
1372631304,1,2925.99956,23.40799648,0.8,163412.0,70195.4666666667,0.0,1.2,0.0,0.0,483
1372645105,8,20799.997112,93.599987598,0.45,32606456.0,0.0,0.0,0.8,0.0,1.0,67
1372644205,1,2925.99956,0.0,0.0,2097152.0,19573.6,0.0,1.1333333333,0.0,0.0,5
1372645105,4,10399.997252,236.3999372053,2.2833333333,16703488.0,89478.4,0.0,10.8,4.3333333333,0.0,125
1372632504,1,2925.999406,0.0,0.0,1033216.0,26173.8666666667,0.0,0.0,0.0,0.0,185
1372633404,1,2925.999494,85.8293149727,2.9333333333,4194304.0,300044.8,0.0,2.6666666667,0.2666666667,1.0666666667,251
1372640004,1,2599.999617,27.7333282173,1.0666666667,4194304.0,117438.4,0.0,7.1333333333,2.1333333333,0.3333333333,207
1372634903,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
1372641204,1,2599.999632,38.133326208,1.3333333333,4194304.0,117437.6,0.0,9.4666666667,0.8666666667,0.6666666667,177
1372643605,4,10399.998512,182.9333091387,1.7333333333,20879360.0,872467.4666666667,575.4,1.6,0.0,0.0,323
1372631904,2,5199.998592,51.99998592,1.0,5791744.0,866980.8,14.6666666667,8.5333333333,5.8666666667,20.6666666667,167
1372640004,8,20799.994464,58.933319228,0.2716666667,40747008.0,0.0,0.0,0.9333333333,0.0,1.0,66
1372646605,1,2599.999299,25.99999299,1.0,103504.0,39144.8,0.0,1.0666666667,0.0666666667,0.0,469
1372631004,1,2599.999308,0.0,0.0,524288.0,18561.6,0.0,0.2666666667,0.0,0.0,36
1372637604,1,2925.999538,0.0,0.0,522240.0,29357.6,0.0,0.0,0.0,0.0,358
1372636703,2,5199.998598,87.199976968,1.6,8357888.0,246069.3333333333,0.0,4.2666666667,0.0,0.0,257
1372631004,1,2599.999644,0.0,0.0,2074624.0,82087.2,0.0,0.0,0.0,0.0,249
1372637604,1,2925.99923,0.0,0.0,260096.0,12132.0,0.0,0.0,0.0,0.0,364
1372640904,8,23407.998768,205.111989008,0.8833333333,33509376.0,726994.4,0.0666666667,5.1333333333,1.2,1.2666666667,26
1372643605,8,20799.994464,71.0666476427,0.3416666667,20971520.0,950744.0,0.0,10.4666666667,0.0,1.3333333333,41
1372645405,1,2599.999616,20.799996904,0.8,325632.0,96147.4666666667,0.0,1.1333333333,0.4,0.3333333333,486
1372633704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
1372631904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256
1372640604,1,2925.999516,0.0,0.0,4194304.0,55923.2,0.0,0.0,0.0,0.0,210
1372642404,1,2925.99923,11.70399692,0.4,163412.0,78292.0,0.0,1.1333333333,0.6666666667,0.8,453
1372643005,8,20799.994472,77.99997927,0.375,20971520.0,0.0,0.0,0.8666666667,0.0,1.0,43
1372632504,1,2599.9993,31.1999916,1.2,113704.0,42797.3333333333,0.0,0.2666666667,0.0,0.0,451
1372631004,4,10399.995984,161.199932584,1.55,16703488.0,268435.2,0.0,13.8,4.4666666667,0.0,125
1372645405,8,20799.996904,91.8666525967,0.4416666667,40748176.0,0.0,0.0666666667,2.5333333333,0.0,1.4666666667,60
1372645105,4,10399.997208,25.99999384,0.25,16345088.0,100663.2,0.0,0.0,0.0,1.0,234
1372631604,1,2599.999277,25.99999277,1.0,684516.0,64112.2666666667,0.0,4.7333333333,0.1333333333,0.2,207
1372630704,8,23407.993664,205.225299956,0.8833333333,33554432.0,559240.0,0.0,2.2666666667,6.8,4.2,244
1372646305,8,20799.997112,140.399982612,0.65,40751104.0,335544.0,0.0,1.0666666667,0.0,1.0,78
1372645705,8,20799.991984,81.4666352327,0.3916666667,32606300.0,0.0,0.0666666667,5.8,0.2666666667,1.0,66
1372632204,4,10399.99722,180.39995844,1.75,16703488.0,178956.8,0.0,11.7333333333,4.3333333333,0.0,127
1372636403,1,2925.999717,3588.164506956,12.3333333333,2097152.0,491684.0,0.1333333333,2.4,0.4666666667,0.0666666667,17
1372641804,16,41599.988784,676.8905543813,1.5083333333,100431872.0,4194304.0,0.0,44.1333333333,22.3333333333,0.0666666667,28
1372645105,8,20799.994472,142.1332795467,0.7083333333,32608536.0,145402.4,0.0,1.3333333333,0.0,1.0,70
1372637904,2,5199.997934,153.599929084,2.9,8388608.0,290803.2,0.0,2.5333333333,0.0,0.0,265
1372643605,1,2925.999406,0.0,0.0,2097152.0,72699.7333333333,0.0,5.2666666667,0.0,0.0,313
1372634604,4,9599.998916,298.131972414,3.11,3115008.0,1015846.6666666667,0.0,92.2,85.0,14.6,417
1372639704,4,10399.997276,5483.198661648,52.6833333333,16345088.0,2480264.8,0.4666666667,77.8,22.8,4.0,193
1372637904,4,10399.997232,2728.9321120447,26.0333333333,16345088.0,746368.8,4869.8666666667,8215.8,211.8,221.8,385
1372639704,4,11703.996968,156.053287232,1.3333333333,4177920.0,78291.2,0.0,11.7333333333,4.5333333333,0.0666666667,111
